Ticker,Proportion_Selected
CMS,0.19716599190283401
CPT,0.19716599190283401
CE,0.19676113360323888
DE,0.19676113360323888
CAG,0.19635627530364372
O,0.19635627530364372
GOOG,0.19635627530364372
CME,0.19595141700404858
TGT,0.19595141700404858
LYB,0.19554655870445345
CBRE,0.1951417004048583
PNW,0.19473684210526315
WAB,0.19473684210526315
DFS,0.19473684210526315
COO,0.19433198380566802
WBA,0.19392712550607288
TAP,0.19392712550607288
ACGL,0.19392712550607288
FFIV,0.19392712550607288
D,0.19352226720647772
WY,0.19352226720647772
BALL,0.1931174089068826
PEG,0.19271255060728745
ARE,0.19271255060728745
EXC,0.19271255060728745
MTB,0.19271255060728745
LW,0.19230769230769232
LNT,0.19230769230769232
ED,0.19190283400809716
REG,0.19149797570850202
CRWD,0.19149797570850202
AKAM,0.19149797570850202
UNH,0.19149797570850202
PLD,0.19068825910931175
ROL,0.1902834008097166
AEP,0.1902834008097166
AEE,0.1902834008097166
IQV,0.1902834008097166
IPG,0.18987854251012146
HRL,0.18987854251012146
IP,0.18947368421052632
GWW,0.1890688259109312
MNST,0.1890688259109312
MAS,0.1890688259109312
ZTS,0.1890688259109312
GOOGL,0.18866396761133603
K,0.18866396761133603
NOC,0.1882591093117409
EFX,0.1882591093117409
GIS,0.1882591093117409
CMCSA,0.18704453441295546
HII,0.18704453441295546
CSX,0.18663967611336033
EQR,0.1862348178137652
TXN,0.1862348178137652
STT,0.18582995951417003
SO,0.18582995951417003
CVS,0.18582995951417003
BAC,0.1854251012145749
XOM,0.1854251012145749
STE,0.1854251012145749
NKE,0.18502024291497976
EL,0.18502024291497976
IR,0.18502024291497976
RJF,0.18421052631578946
CAT,0.18421052631578946
SRE,0.18421052631578946
EG,0.18380566801619433
HSIC,0.18380566801619433
EMN,0.1834008097165992
IFF,0.18299595141700406
BSX,0.18299595141700406
WAT,0.18299595141700406
AMGN,0.1825910931174089
SHW,0.1825910931174089
BEN,0.18218623481781376
PNR,0.18178137651821863
LDOS,0.1813765182186235
CDW,0.1813765182186235
AIG,0.1813765182186235
STZ,0.18097165991902833
PCAR,0.1805668016194332
LKQ,0.1805668016194332
NSC,0.1805668016194332
AOS,0.1805668016194332
ATO,0.18016194331983806
WFC,0.18016194331983806
C,0.18016194331983806
DUK,0.18016194331983806
PM,0.17935222672064777
FAST,0.17894736842105263
PGR,0.17894736842105263
AVB,0.17894736842105263
MO,0.17894736842105263
HSY,0.1785425101214575
CHD,0.1785425101214575
KMI,0.17813765182186234
PKG,0.1777327935222672
MS,0.1777327935222672
FRT,0.17732793522267207
LOW,0.17732793522267207
LH,0.17692307692307693
CVX,0.17651821862348177
TDY,0.17651821862348177
FDX,0.17651821862348177
FDS,0.17611336032388664
TFC,0.17611336032388664
IT,0.17611336032388664
ADM,0.1757085020242915
PFG,0.1757085020242915
BAX,0.17530364372469637
MSFT,0.17530364372469637
ROK,0.1748987854251012
JNPR,0.1736842105263158
EXPD,0.1736842105263158
DTE,0.17327935222672064
VRSN,0.1728744939271255
AIZ,0.17246963562753037
TXT,0.1720647773279352
CMI,0.17125506072874494
NDAQ,0.1708502024291498
KDP,0.1708502024291498
SWK,0.1708502024291498
UBER,0.1708502024291498
NTRS,0.17044534412955464
MKC,0.17044534412955464
ORCL,0.1700404858299595
J,0.1700404858299595
CPRT,0.1700404858299595
DD,0.16963562753036437
PPL,0.16923076923076924
PNC,0.16842105263157894
LHX,0.16842105263157894
ZBH,0.16761133603238867
KHC,0.16761133603238867
UNP,0.16761133603238867
TMO,0.16680161943319838
HUBB,0.1659919028340081
AMP,0.16558704453441295
MRK,0.16558704453441295
TJX,0.16558704453441295
PH,0.1651821862348178
MSI,0.16477732793522268
DGX,0.1631578947368421
FIS,0.1631578947368421
MCO,0.1631578947368421
PFE,0.16275303643724695
KMB,0.16275303643724695
NDSN,0.16194331983805668
SBUX,0.16153846153846155
TT,0.16113360323886639
JKHY,0.16072874493927125
MET,0.16072874493927125
COST,0.15991902834008098
ABT,0.15991902834008098
OMC,0.15910931174089069
JCI,0.15910931174089069
SPGI,0.15870445344129555
WTW,0.15829959514170042
GS,0.15829959514170042
WMT,0.15829959514170042
ICE,0.15829959514170042
ALLE,0.15789473684210525
MDLZ,0.1562753036437247
BDX,0.15587044534412955
SYY,0.154251012145749
A,0.15384615384615385
SYK,0.15384615384615385
CTSH,0.1534412955465587
ETN,0.1534412955465587
YUM,0.15303643724696356
BK,0.15263157894736842
MA,0.1522267206477733
PRU,0.15182186234817813
XYL,0.151417004048583
CINF,0.15101214574898786
VZ,0.15060728744939272
ALL,0.15060728744939272
HIG,0.15020242914979756
DHR,0.14979757085020243
GLW,0.14979757085020243
VRSK,0.14979757085020243
T,0.1493927125506073
FI,0.14898785425101216
DOV,0.14898785425101216
LMT,0.148582995951417
AON,0.14817813765182186
BR,0.14777327935222673
AVY,0.1465587044534413
PLTR,0.1465587044534413
HD,0.14493927125506073
GRMN,0.1445344129554656
SNA,0.1437246963562753
UPS,0.14251012145748987
INVH,0.14210526315789473
DIS,0.1417004048582996
WRB,0.1417004048582996
TROW,0.14008097165991903
USB,0.1396761133603239
GPC,0.1396761133603239
JPM,0.1388663967611336
PG,0.1388663967611336
CSCO,0.13846153846153847
CL,0.13846153846153847
AXP,0.1380566801619433
LIN,0.13643724696356274
EMR,0.13643724696356274
CB,0.1360323886639676
MDT,0.1360323886639676
BLK,0.13562753036437247
BRO,0.13522267206477734
CTAS,0.13441295546558704
ADP,0.13360323886639677
MCD,0.13279352226720648
AJG,0.13238866396761134
APD,0.1319838056680162
JNJ,0.13157894736842105
TRV,0.13036437246963561
GD,0.12955465587044535
ACN,0.12955465587044535
PEP,0.12874493927125505
PPG,0.12834008097165991
TEL,0.12793522267206478
RTX,0.12753036437246965
ABNB,0.12672064777327935
V,0.12672064777327935
VICI,0.12631578947368421
ROP,0.12469635627530365
WM,0.12388663967611337
IEX,0.12186234817813765
RSG,0.12105263157894737
GL,0.12105263157894737
PAYX,0.12064777327935222
FOXA,0.11983805668016194
AMCR,0.1194331983805668
IBM,0.1194331983805668
FOX,0.11578947368421053
L,0.11578947368421053
CTVA,0.11336032388663968
APH,0.11295546558704453
KO,0.1125506072874494
ITW,0.11093117408906883
MMM,0.1097165991902834
DOW,0.10850202429149798
AME,0.1076923076923077
FTV,0.1076923076923077
ECL,0.10607287449392712
CARR,0.10404858299595142
AFL,0.10323886639676114
MMC,0.10323886639676114
HON,0.09068825910931175
CEG,0.08178137651821862
OTIS,0.06882591093117409
GEHC,0.04331983805668016
KVUE,0.031174089068825912
VLTO,0.022672064777327937
SOLV,0.02145748987854251
GEV,0.021052631578947368
SW,0.011336032388663968
AMTM,0.004453441295546558
