date,PnL,Cumulative_Returns,Drawdown,Total_Capital
2015-01-02,-17.927939049387053,-0.017927939049387054,,982.0720609506129
2015-01-05,-11.536176895107664,-0.011536176895107664,,988.4638231048923
2015-01-06,8.338070024042299,0.008338070024042299,,1008.3380700240423
2015-01-07,20.551564066466412,0.02055156406646641,,1020.5515640664664
2015-01-08,2.201835176911082,0.002201835176911082,,1002.2018351769111
2015-01-09,-1.52030666997649,-0.00152030666997649,,998.4796933300236
2015-01-12,-2.9097952964015628,-0.0029097952964015628,,997.0902047035985
2015-01-13,1.098506218168982,0.001098506218168982,,1001.098506218169
2015-01-14,10.318239805153562,0.010318239805153562,,1010.3182398051536
2015-01-15,30.20897679450463,0.030208976794504627,,1030.2089767945047
2015-01-16,44.33919918148077,0.04433919918148077,,1044.3391991814808
2015-01-20,57.62994006337729,0.057629940063377294,,1057.6299400633773
2015-01-21,62.362144668304474,0.062362144668304476,,1062.3621446683044
2015-01-22,60.287849448342534,0.060287849448342534,,1060.2878494483425
2015-01-23,61.37751521600854,0.06137751521600854,,1061.3775152160085
2015-01-26,51.62517911288145,0.05162517911288145,,1051.6251791128814
2015-01-27,42.791874162972476,0.042791874162972476,,1042.7918741629724
2015-01-28,42.64095987983452,0.04264095987983452,,1042.6409598798346
2015-01-29,47.35174524887742,0.04735174524887742,,1047.3517452488775
2015-01-30,82.44084901358084,0.08244084901358084,,1082.4408490135809
2015-02-02,112.94917119938663,0.11294917119938663,,1112.9491711993867
2015-02-03,126.79186136008069,0.1267918613600807,,1126.7918613600807
2015-02-04,146.72286627209186,0.14672286627209186,,1146.7228662720918
2015-02-05,155.19411781423975,0.15519411781423975,,1155.1941178142397
2015-02-06,170.84652368144492,0.17084652368144493,,1170.846523681445
2015-02-09,203.28604169263565,0.20328604169263564,,1203.2860416926355
2015-02-10,214.93322586229624,0.21493322586229624,,1214.9332258622962
2015-02-11,236.4362031955116,0.23643620319551162,,1236.4362031955116
2015-02-12,248.01638872042963,0.24801638872042964,,1248.0163887204296
2015-02-13,253.7495196882147,0.2537495196882147,,1253.7495196882146
2015-02-17,261.70359606788196,0.26170359606788196,,1261.703596067882
2015-02-18,265.31047019256346,0.2653104701925635,,1265.3104701925636
2015-02-19,268.1420414463642,0.2681420414463642,,1268.1420414463641
2015-02-20,264.2018019237009,0.2642018019237009,,1264.201801923701
2015-02-23,252.99282652997636,0.25299282652997634,,1252.9928265299764
2015-02-24,244.86134570176455,0.24486134570176454,,1244.8613457017645
2015-02-25,242.05230062264872,0.2420523006226487,,1242.0523006226488
2015-02-26,238.41851251308975,0.23841851251308976,,1238.4185125130898
